"account_number","agent_id","source_ip","source_port","destination_ip","destination_port","ip_version","transport_protocol","agent_assigned_process_id","agent_creation_date","timestamp"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 13:43:58.653","2021-07-03 14:01:36.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.69.91",,"172.31.73.78","8080","IPv4","TCP","da39a3ee5e6b4b0d3255bfef95601890afd80709","2021-07-03 13:44:46.254","2021-07-03 14:02:56.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.69.91",,"172.31.73.78","8080","IPv4","TCP","6E597356EBCA5C1A3E36C008B21B38DFA6196666","2021-07-03 13:44:46.254","2021-07-03 14:02:56.000"
"123456789012","o-39iqezsdkbdt5j7kf","39.110.130.142",,"172.31.73.78","22","IPv4","TCP","DD4C196D47545A32039F2B0D3B3539645BEACA28","2021-07-03 13:44:46.254","2021-07-03 14:02:56.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-04 01:31:26.316","2021-07-04 01:55:44.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-04 01:46:29.589","2021-07-04 02:09:09.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 17:29:49.713","2021-07-03 17:53:30.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 15:14:20.034","2021-07-03 15:38:30.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 15:29:23.037","2021-07-03 15:48:47.000"
"123456789012","o-1zafso4q4q212rf51","39.110.130.142",,"172.31.69.91","3389","IPv4","TCP","3817A51875B65202D81682E8398DEA85D237CF42","2021-07-03 11:25:08.060","2021-07-03 11:45:29.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 11:28:29.636","2021-07-03 11:46:40.000"
"123456789012","o-39iqezsdkbdt5j7kf","39.110.130.142",,"172.31.73.78","22","IPv4","TCP","DD4C196D47545A32039F2B0D3B3539645BEACA28","2021-07-03 11:29:27.978","2021-07-03 11:55:56.000"
"123456789012","o-6cif0wg3evk5xiw5o","209.141.37.3",,"10.146.0.33","22","IPv4","TCP","250C7EADC94AA37281BCB2BEA0FE8B4B5D2AAB19","2021-07-04 04:48:08.524","2021-07-04 05:07:18.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-04 04:47:05.794","2021-07-04 05:08:32.000"
"123456789012","o-6cif0wg3evk5xiw5o","199.19.226.109",,"10.146.0.33","22","IPv4","TCP","250C7EADC94AA37281BCB2BEA0FE8B4B5D2AAB19","2021-07-04 08:03:46.710","2021-07-04 08:24:40.000"
"123456789012","o-6cif0wg3evk5xiw5o","118.25.7.197",,"10.146.0.33","22","IPv4","TCP","250C7EADC94AA37281BCB2BEA0FE8B4B5D2AAB19","2021-07-04 08:03:46.710","2021-07-04 08:24:40.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 19:00:07.293","2021-07-03 19:26:56.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 19:15:09.313","2021-07-03 19:34:29.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 18:30:00.923","2021-07-03 18:59:10.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 18:45:04.295","2021-07-03 19:06:46.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 21:00:30.788","2021-07-03 21:28:09.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 21:15:33.395","2021-07-03 21:38:15.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 10:58:23.688","2021-07-03 11:26:01.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 11:13:26.765","2021-07-03 11:38:39.000"
"123456789012","o-25zxbz550dvex7b59","192.168.0.200",,"192.168.0.10","22","IPv4","TCP","96B3F74512889156FBA1CBE0166BB67909D8B402","2021-07-03 11:58:35.933","2021-07-03 12:16:56.000"
