"account_number","agent_id","os_name","os_version","cpu_type","host_name","hypervisor","timestamp"
"123456789012","o-1a04oo4gdhip87lzm","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","win-vm-ops","Microsoft Corporation","2021-07-04 03:52:50.000"
"123456789012","o-6cif0wg3evk5xiw5o","Linux - 8.0.0.0 - CentOS Stream release 8 x86_64 (Linux 4.18.0-310.el8.x86_64)","8.0.0.0","x86_64","minecraft2","kvm","2021-07-04 03:54:05.000"
"123456789012","o-1zafso4q4q212rf51","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","ec2amaz-nfqk9dd","Amazon EC2","2021-07-04 03:56:13.000"
"123456789012","o-6dn3k0ihqcrrtg07f","Linux - 20.4.0.0 - Ubuntu 20.04.2 LTS x86_64 (Linux 5.4.0-77-generic)","20.4.0.0","x86_64","ap-server","kvm","2021-07-04 03:56:35.000"
"123456789012","o-25zxbz550dvex7b59","Linux - 20.4.0.0 - Ubuntu 20.04.2 LTS x86_64 (Linux 5.4.0-77-generic)","20.4.0.0","x86_64","db-server","kvm","2021-07-04 04:02:56.000"
"123456789012","o-1zafso4q4q212rf51","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","ec2amaz-nfqk9dd","Amazon EC2","2021-07-04 04:03:47.000"
"123456789012","o-6cif0wg3evk5xiw5o","Linux - 8.0.0.0 - CentOS Stream release 8 x86_64 (Linux 4.18.0-310.el8.x86_64)","8.0.0.0","x86_64","minecraft2","kvm","2021-07-04 04:04:10.000"
"123456789012","o-39iqezsdkbdt5j7kf","Linux - 2.0.0.0 - Amazon Linux release 2 (Karoo) x86_64 (Linux 4.14.232-177.418.amzn2.x86_64)","2.0.0.0","x86_64","ip-172-31-73-78.ap-northeast-1.compute.internal","xen","2021-07-04 04:05:07.000"
"123456789012","o-1a04oo4gdhip87lzm","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","win-vm-ops","Microsoft Corporation","2021-07-04 04:05:27.000"
"123456789012","o-25zxbz550dvex7b59","Linux - 20.4.0.0 - Ubuntu 20.04.2 LTS x86_64 (Linux 5.4.0-77-generic)","20.4.0.0","x86_64","db-server","kvm","2021-07-03 16:39:16.000"
"123456789012","o-39iqezsdkbdt5j7kf","Linux - 2.0.0.0 - Amazon Linux release 2 (Karoo) x86_64 (Linux 4.14.232-177.418.amzn2.x86_64)","2.0.0.0","x86_64","ip-172-31-73-78.ap-northeast-1.compute.internal","xen","2021-07-03 16:40:14.000"
"123456789012","o-25zxbz550dvex7b59","Linux - 20.4.0.0 - Ubuntu 20.04.2 LTS x86_64 (Linux 5.4.0-77-generic)","20.4.0.0","x86_64","db-server","kvm","2021-07-03 16:44:19.000"
"123456789012","o-1zafso4q4q212rf51","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","ec2amaz-nfqk9dd","Amazon EC2","2021-07-03 16:46:44.000"
"123456789012","o-39iqezsdkbdt5j7kf","Linux - 2.0.0.0 - Amazon Linux release 2 (Karoo) x86_64 (Linux 4.14.232-177.418.amzn2.x86_64)","2.0.0.0","x86_64","ip-172-31-73-78.ap-northeast-1.compute.internal","xen","2021-07-03 16:53:22.000"
"123456789012","o-6dn3k0ihqcrrtg07f","Linux - 20.4.0.0 - Ubuntu 20.04.2 LTS x86_64 (Linux 5.4.0-77-generic)","20.4.0.0","x86_64","ap-server","kvm","2021-07-03 16:19:22.000"
"123456789012","o-1zafso4q4q212rf51","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","ec2amaz-nfqk9dd","Amazon EC2","2021-07-03 16:24:01.000"
"123456789012","o-6dn3k0ihqcrrtg07f","Linux - 20.4.0.0 - Ubuntu 20.04.2 LTS x86_64 (Linux 5.4.0-77-generic)","20.4.0.0","x86_64","ap-server","kvm","2021-07-03 16:26:57.000"
"123456789012","o-1zafso4q4q212rf51","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","ec2amaz-nfqk9dd","Amazon EC2","2021-07-03 16:34:06.000"
"123456789012","o-1zafso4q4q212rf51","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","ec2amaz-nfqk9dd","Amazon EC2","2021-07-04 00:03:59.000"
"123456789012","o-1a04oo4gdhip87lzm","WindowsOS - 10.0.0.17763 - Windows 2019 Datacenter x64","10.0.0.17763","x64","win-vm-ops","Microsoft Corporation","2021-07-04 00:04:36.000"
"123456789012","o-39iqezsdkbdt5j7kf","Linux - 2.0.0.0 - Amazon Linux release 2 (Karoo) x86_64 (Linux 4.14.232-177.418.amzn2.x86_64)","2.0.0.0","x86_64","ip-172-31-73-78.ap-northeast-1.compute.internal","xen","2021-07-04 00:06:32.000"
"123456789012","o-25zxbz550dvex7b59","Linux - 20.4.0.0 - Ubuntu 20.04.2 LTS x86_64 (Linux 5.4.0-77-generic)","20.4.0.0","x86_64","db-server","kvm","2021-07-04 00:07:08.000"
