"account_number","agent_id","source_ip","source_port","destination_ip","destination_port","ip_version","transport_protocol","agent_assigned_process_id","agent_creation_date","timestamp"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.223.88","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"54.239.96.125","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"54.239.96.159","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"54.239.96.170","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.220.97","443","IPv4","TCP","60A8AD8B7185CE210D1ECDE499413EF2EB7A0211","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.223.48","443","IPv4","TCP","60A8AD8B7185CE210D1ECDE499413EF2EB7A0211","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.218.154","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.219.149","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.221.177","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.223.108","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.223.111","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"54.240.225.173","443","IPv4","TCP","60A8AD8B7185CE210D1ECDE499413EF2EB7A0211","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"54.240.225.178","443","IPv4","TCP","60A8AD8B7185CE210D1ECDE499413EF2EB7A0211","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.218.32","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.220.34","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
"123456789012","o-39iqezsdkbdt5j7kf","172.31.73.78",,"52.119.222.42","443","IPv4","TCP","B16C8D61E1E766FF850A2957AF36FF06D702C16F","2021-07-03 19:30:32.219","2021-07-03 20:00:47.000"
